supermercado,producto_nombre,nombre,precio_descuento,precio_normal,precio_por_unidad,unidad,descuentos,url,fecha_extraccion,id_link_producto,fecha,error_type,titulo
Delimart,,Snacks Papas Sabor Jamon Serrano Quento 82 Gr,2053.84,2416.28,0,,Ninguno,https://www.delimart.com.ar/snacks_papas_sabor_jamon_serrano_quento_82_gr,,4101,2026-06-22,,
Carrefour,,Vino tinto Malbec La Fusta 750 ml,3309,3309,4412,1 L.,Ninguno,https://www.carrefour.com.ar/vino-tinto-malbec-la-fusta-en-botella-750-cc-743983/p,,3161,2026-06-22,,
Dia,Jabon De Tocador Palmolive Naturals Karite 85 Gr.,Jabon De Tocador Palmolive Naturals Karite 85 Gr.,849.0,849.0,,,2do al 70%,https://diaonline.supermercadosdia.com.ar/jabon-de-tocador-palmolive-naturals-karite-85-gr-238459/p,2026-06-22 19:51:08,2572,,,
Delimart,,Jabon Rexona Antibacterial Con Aloe 90 Gr,1727.18,1727.18,0,,Ninguno,https://www.delimart.com.ar/jabon_rexona_antibacterial_con_aloe_90_gr,,4309,2026-06-22,,
Depot,,MERM ARCOR DURAZNO 454X,2645.88,2645.88,0,,Ninguno,https://depotexpress.com.ar/productos/desayuno/merm-arcor-durazno-454x/,,3523,2026-06-22,,
Delimart,,Leche Entera 3% Clasica La Serenisima 1 Lt,2067.38,2067.38,0,,Ninguno,https://www.delimart.com.ar/leche_entera_3_clasica_la_serenisima_1_lt,,3895,2026-06-22,,
Depot,,ARR DANUBIO L.FINO 5/0 1X,1682.04,1682.04,0,,Ninguno,https://depotexpress.com.ar/productos/limpieza/arroz-danubio-larg-fino-00000-x-1kg/,,3461,2026-06-22,,
Delimart,,Queso Crema Crematto Clásico Milkaut 445 Gr,4286.78,4286.78,0,,Ninguno,https://www.delimart.com.ar/queso_crema_crematto_clasico_milkaut_445_gr,,3909,2026-06-22,,
Dia,Suavizante Concentrado Comfort Frescor Intenso 500 Ml.,Suavizante Concentrado Comfort Frescor Intenso 500 Ml.,5460.0,8400.0,,,,https://diaonline.supermercadosdia.com.ar/suavizante-concentrado-comfort-frescor-intenso-500-ml-103038/p,2026-06-22 19:52:37,2629,,,
Depot,,SHAM ELVIVE COL VIVE TRAT 200X,3632.95,3632.95,0,,Ninguno,https://depotexpress.com.ar/productos/tocador-y-cosmtica/sham-elvive-col-vive-trat-200x/,,3705,2026-06-22,,
Delimart,,Galletita Brigitte Chocolate y Limon 9 de Oro 120 Gr,1451.95,1451.95,0,,Ninguno,https://www.delimart.com.ar/galletita_brigitte_chocolate_y_limon_9_de_oro_120_gr,,3799,2026-06-22,,
Carrefour,,Detergente Cif bioactive limón 500 cc,3889,3889,7778,1 L.,Ninguno,https://www.carrefour.com.ar/detergente-cif-bioactive-limon-500-cc-717847/p,,3367,2026-06-22,,
Delimart,,Aceite de Girasol Costa Del Sol 900 Ml,3002.80,3002.80,0,,Ninguno,https://www.delimart.com.ar/aceite_de_girasol_costa_del_sol_900_ml,,3885,2026-06-22,,
Delimart,,Limpiador de Pisos Plastificados y Flotantes Blem Almendras Dp 400 Cc,5370.12,5370.12,0,,Ninguno,https://www.delimart.com.ar/limpiador_de_pisos_plastificados_y_flotantes_blem_almendras_dp_400_cc,,4375,2026-06-22,,
Depot,,FIDO MATAR SPAG TRAD 500X,1467.43,1467.43,0,,Ninguno,https://depotexpress.com.ar/productos/comestibles/fido-matar-spag-trad-500x/,,3465,2026-06-22,,
Dia,Pollo Congelado x Kg.,Pollo Congelado x Kg.,3890.0,3890.0,,,,https://diaonline.supermercadosdia.com.ar/pollo-congelado-x-kg-718818/p,2026-06-22 19:54:14,2529,,,
Dia,Fernet Negro Buhero 700 Ml.,Fernet Negro Buhero 700 Ml.,8632.5,11510.0,,,,https://diaonline.supermercadosdia.com.ar/fernet-negro-buhero-700-ml-292802/p,2026-06-22 19:54:18,2454,,,
Dia,Polvo de Cacao Chocolate Dia 150 Gr.,Polvo de Cacao Chocolate Dia 150 Gr.,1591.0,1591.0,,,,https://diaonline.supermercadosdia.com.ar/polvo-de-cacao-chocolate-dia-150-gr-300514/p,2026-06-22 19:54:23,2479,,,
Carrefour,,Huevos color Carrefour 12 u.,4324.50,4650,360.38,1 U.,Ninguno,https://www.carrefour.com.ar/huevos-color-carrefour-12-u/p,,2958,2026-06-22,,
Depot,,VINF OVEJA BLACK MALBEC 750X,3313.58,3313.58,0,,Ninguno,https://depotexpress.com.ar/productos/bebidas-c-alcohol/vinos-y-espumantes/vinf-oveja-black-malbec-750x/,,3625,2026-06-22,,
Carrefour,,"Gaseosa cola Coca Cola sabor original 2,25 lts",3450,4600,2044.44,1 L.,2do al 50% max 48 unidades combinable coca cola,https://www.carrefour.com.ar/gaseosa-cola-coca-cola-sabor-original-225-lts-30138/p,,3058,2026-06-22,,
,,Mermelada de frambuesa BC La Campagnola 390 grs,,,,,,https://www.carrefour.com.ar/mermelada-de-frambuesa-bc-la-campagnola-390-grs-754231/p,,3040,,no_disponible,Carrefour
Delimart,,Rollo De Cocina Textura Mas Fuerte 3x40 Paños Felpita,2575.49,2575.49,0,,Ninguno,https://www.delimart.com.ar/rollo_de_cocina_textura_mas_fuerte_3x40_panos_felpita,,4386,2026-06-22,,
Delimart,,Leche En Polvo Entera La Serenisima 400gr,7136.76,7136.76,0,,Ninguno,https://www.delimart.com.ar/leche_en_polvo_entera_la_serenisima_400gr2,,3903,2026-06-22,,
Carrefour,,Jugo exprimido Pura Frutta de pera brik 1 lt.,3999.00,5359,3999,1 L.,25%,https://www.carrefour.com.ar/jugo-exprimido-pura-frutta-de-pera-brik-1-lt-741465/p,,3099,2026-06-22,,
Delimart,,Gaseosa Secco Lima Limón 3 Lt,2191.40,2578.12,0,,Ninguno,https://www.delimart.com.ar/gaseosa_secco_lima_limon_3_lt,,4062,2026-06-22,,
Depot,,GIN BOMBAY SAPPHIRE 750X,58403.37,58403.37,0,,Ninguno,https://depotexpress.com.ar/productos/bebidas-c-alcohol/aperitivos/gin-bombay-sapphire-750x/,,3653,2026-06-22,,
Dia,Vino Tinto Los Arboles Malbec 750 ml.,Vino Tinto Los Arboles Malbec 750 ml.,4990.0,6305.0,,,,https://diaonline.supermercadosdia.com.ar/vino-tinto-los-arboles-malbec-750-ml-150253/p,2026-06-22 19:56:42,2443,,,
Carrefour,,Gaseosa cola regular Pepsi 2 lts.,2850,3800,1900,1 L.,2do al 50% mi crf max 48 unidades combinable pepsi,https://www.carrefour.com.ar/gaseosa-cola-regular-pepsi-2-lts-740265/p,,3061,2026-06-22,,
Carrefour,,Fideos spaghetti fortificado Favorita 500 g.,999,999,1998,1 K.,Ninguno,https://www.carrefour.com.ar/fideos-spaghetti-fortificado-favorita-500-g-601096/p,,2856,2026-06-22,,
Delimart,,Baggio Pronto Naranja x1lts.,1937.83,2279.80,0,,Ninguno,https://www.delimart.com.ar/baggio_pronto_naranja_x1lts,,4083,2026-06-22,,
Dia,Polenta Instantánea Prestopronta 730 Gr.,Polenta Instantánea Prestopronta 730 Gr.,2299.0,2299.0,,,,https://diaonline.supermercadosdia.com.ar/polenta-instantanea-prestopronta-730-gr-285636/p,2026-06-22 19:57:20,2226,,,
Carrefour,,"Gaseosa pomelo Carrefour Classic regular 2,25 lts",1663.20,1890,739.20,1 L.,Ninguno,https://www.carrefour.com.ar/gaseosa-pomelo-carrefour-classic-regular-225-lts-681709/p,,3087,2026-06-22,,
Dia,Entre Costilla Catter Meat x Kg.,Entre Costilla Catter Meat x Kg.,16500.0,16500.0,,,,https://diaonline.supermercadosdia.com.ar/entre-costilla-catter-meat-x-kg-309181/p,2026-06-22 19:57:30,2516,,,
Depot,,ORAL-B 4 EN 1 PASTA DENTAL 70X,3409.02,3409.02,0,,Ninguno,https://depotexpress.com.ar/productos/tocador-y-cosmtica/cred-oral-b-4-en-1-pasta-dental-70x/,,3717,2026-06-22,,
Carrefour,,Jabón concentrado Ace clásico botella 500 ml,6349.85,9769,12699.70,1 L.,35% off max 8 unidades,https://www.carrefour.com.ar/jabon-concentrado-ace-clasico-botella-500-ml-758213/p,,3381,2026-06-22,,
Delimart,,Limpiador Glade Liquido Floral 875 ml,3223.05,3223.05,0,,Ninguno,https://www.delimart.com.ar/limpiador_glade_liquido_floral_875_ml,,4380,2026-06-22,,
Depot,,TE LA VIRG MANZANILLA 25X,1370.81,1370.81,0,,Ninguno,https://depotexpress.com.ar/productos/desayuno/te-la-virg-manzanilla-25x/,,3681,2026-06-22,,
Delimart,,Queso Cremoso Cremigal Fraccionado 1Kg aprox,11536.82,13572.73,0,,Ninguno,https://www.delimart.com.ar/queso_cremoso_cremigal_fraccionado_1kg_aprox,,3914,2026-06-22,,
Depot,,AZUC MITAI 1X,993.75,993.75,0,,Ninguno,https://depotexpress.com.ar/productos/ofertas/azucar-mitai-1x/,,3482,2026-06-22,,
Carrefour,,Triangulos dulces de hojaldre Bulnez 150 g.,1187,1187,7913.33,1 K.,Ninguno,https://www.carrefour.com.ar/triangulos-dulces-de-hojaldre-bulnez-150-g-745332/p,,2733,2026-06-22,,
Depot,,FLIA.GASCON MALBEC 750X,5265.00,5265.00,0,,Ninguno,https://depotexpress.com.ar/productos/bebidas-c-alcohol/vinos-y-espumantes/vinf-flia-gascon-malbec-750x/,,3598,2026-06-22,,
Dia,Jabón Líquido Para Manos Dove Antibacterial Cuida & Protege 250 Ml.,Jabón Líquido Para Manos Dove Antibacterial Cuida & Protege 250 Ml.,4547.7,6520.0,,,,https://diaonline.supermercadosdia.com.ar/jabon-liquido-para-manos-dove-antibacterial-cuida---protege-250-ml-294759/p,2026-06-22 20:00:02,2604,,,
Delimart,,Galletitas Chocolate Chocolinas 100 Gr,1223.06,1223.06,0,,Ninguno,https://www.delimart.com.ar/galletitas_chocolate_chocolinas_100_gr,,3772,2026-06-22,,
Carrefour,,Papas fritas Quento de queso ciboulette 82 g.,2629,2629,32060.98,1 K.,Ninguno,https://www.carrefour.com.ar/papas-fritas-quento-de-queso-ciboulette-82-g-731460/p,,3123,2026-06-22,,
,,Puré de tomate Doña Pupa tetra 520 g.,,,,,,https://www.carrefour.com.ar/pure-de-tomate-dona-pupa-tetra-520-g/p,,3023,,no_disponible,Carrefour
Carrefour,,Shampoo Dove reparación UV 400 ml,6329.40,10549,15823.50,1 L.,40% dto max 8 unidades,https://www.carrefour.com.ar/shampoo-dove-reparacion-uv-400-ml-768591/p,,3312,2026-06-22,,
Carrefour,,Pasta dental Sensodyne blanqueador extra fresh 90 g.,4477.85,6889,49753.89,1 K.,35% off max 8 unidades,https://www.carrefour.com.ar/pasta-dental-sensodyne-blanqueador-extra-fresh-90-g-524337/p,,3337,2026-06-22,,
Delimart,,Tomate Perita x 1 kg (2da Selección BLANDO-MANCHAS),1500.11,1500.11,0,,Ninguno,https://www.delimart.com.ar/tomate_perita_x_1_kg_2da_seleccion_blando-manchas,,4298,2026-06-22,,
Delimart,,Azúcar AG 1 kG,1509.37,1509.37,0,,Ninguno,https://www.delimart.com.ar/azucar_ag_1_kg,,3968,2026-06-22,,
Dia,"Piedras Tidy Cats x 3,6 Kg.","Piedras Tidy Cats x 3,6 Kg.",7920.0,7920.0,,,,https://diaonline.supermercadosdia.com.ar/piedras-tidy-cats-x-36-kg-300436/p,2026-06-22 19:54:00,2656,,,
Delimart,,Gin Bombay Sapphire 750 Cc,39262.28,39262.28,0,,Ninguno,https://www.delimart.com.ar/gin_bombay_sapphire_750_cc2,,4160,2026-06-22,,
Carrefour,,Galletitas dulce rellenas de vainilla Amor x3 330 grs,4440,4440,13454.55,1 K.,Ninguno,https://www.carrefour.com.ar/galletitas-dulce-rellenas-de-vainilla-amor-x3-330-grs-737526/p,,2690,2026-06-22,,
Delimart,,Jabon Palmolive Frescura Purificante 3x 90 Gr,4173.18,4173.18,0,,Ninguno,https://www.delimart.com.ar/jabon_palmolive_frescura_purificante_3x_90_gr,,4303,2026-06-22,,
Carrefour,,Alimento seco para gato Cat chow adulto pescado y pollo 8 k,49004,49004,0,,Ninguno,https://www.carrefour.com.ar/alimento-seco-para-gato-cat-chow-adulto-pescado-y-pollo-8-k-693202/p,,3425,2026-06-22,,
Delimart,,Toallitas Femeninas Doncella C/Alas Sin Perfume 8 Unid.,1153.24,1153.24,0,,Ninguno,https://www.delimart.com.ar/toallitas_femeninas_doncella_calas_sin_perfume_8_unid,,4353,2026-06-22,,
,,,,,,,,https://depotexpress.com.ar/productos/limpieza/suav-downy-lirios-primav-500x/,,3742,,exception,"Message: timeout: Timed out receiving message from renderer: 6.464
  (Session info: chrome=149.0.7827.155)
Stacktrace:
	chromedriver!GetHandleVerifier [0x7ff7f90f3fa5+14925]
	chromedriver!GetHandleVerifier [0x7ff7f90f4000+14980]
	chromedriver!(No symbol) [0x7ff7f8c3793d]
	chromedriver!(No symbol) [0x7ff7f8c24449]
	chromedriver!(No symbol) [0x7ff7f8c24131]
	chromedriver!(No symbol) [0x7ff7f8c21e01]
	chromedriver!(No symbol) [0x7ff7f8c2273f]
	chromedriver!(No symbol) [0x7ff7f8c31e1a]
	chromedriver!(No symbol) [0x7ff7f8c48a77]
	chromedriver!(No symbol) [0x7ff7f8c5093a]
	chromedriver!(No symbol) [0x7ff7f8c22f01]
	chromedriver!(No symbol) [0x7ff7f8c487a5]
	chromedriver!(No symbol) [0x7ff7f8cdf71a]
	chromedriver!(No symbol) [0x7ff7f8c8401c]
	chromedriver!(No symbol) [0x7ff7f8c84f43]
	chromedriver!GetHandleVerifier [0x7ff7f96d7591+5f7f11]
	chromedriver!GetHandleVerifier [0x7ff7f96d1902+5f2282]
	chromedriver!GetHandleVerifier [0x7ff7f96f7115+617a95]
	chromedriver!GetHandleVerifier [0x7ff7f9111dce+3274e]
	chromedriver!GetHandleVerifier [0x7ff7f911a82c+3b1ac]
	chromedriver!GetHandleVerifier [0x7ff7f90fd744+1e0c4]
	chromedriver!GetHandleVerifier [0x7ff7f90fd8d4+1e254]
	chromedriver!GetHandleVerifier [0x7ff7f90e1447+1dc7]
	KERNEL32!BaseThreadInitThunk [0x7ffd6194e957+17]
	ntdll!RtlUserThreadStart [0x7ffd62787c1c+2c]
"
Carrefour,,Galletitas pepas 9 de Oro 350 g.,2739,2739,7825.71,1 K.,Ninguno,https://www.carrefour.com.ar/galletitas-pepas-9-de-oro-350-g-724195/p,,2768,2026-06-22,,
Delimart,,Jugo La Campagnola BC Multifruta 1 L,2805.84,2805.84,0,,Ninguno,https://www.delimart.com.ar/jugo_la_campagnola_bc_multifruta_1_l,,4080,2026-06-22,,
Dia,Yerba Mate Amanda Especial 500 Gr.,Yerba Mate Amanda Especial 500 Gr.,2860.0,2860.0,,,,https://diaonline.supermercadosdia.com.ar/yerba-mate-amanda-especial-500-gr-158318/p,2026-06-22 19:55:58,2493,,,
Delimart,,Galletitas De Agua Media Tarde 105gr,542.94,542.94,0,,Ninguno,https://www.delimart.com.ar/galletitas_de_agua_media_tarde_105gr,,3836,2026-06-22,,
Dia,Vino Malbec Wampa 750 Ml.,Vino Malbec Wampa 750 Ml.,4990.0,5465.0,,,,https://diaonline.supermercadosdia.com.ar/vino-malbec-wampa-750-ml-296384/p,2026-06-22 19:56:11,2430,,,
Carrefour,,"Alimento seco para perro Pedigree 15 kg. adultos carne, pollo y cereales",48950,48950,0,,Ninguno,https://www.carrefour.com.ar/alimento-seco-para-perro-pedigree-15-kg-adultos-carne-pollo-y-cereales-451851/p,,3416,2026-06-22,,
Delimart,,Whisky Johnnie Walker Double Black x 750 Ml,77805.00,77805.00,0,,Ninguno,https://www.delimart.com.ar/whisky_johnnie_walker_double_black_x_750_ml,,4169,2026-06-22,,
,,Mermelada Carrefour Classic de frutos rojos 454 g.,,,,,,https://www.carrefour.com.ar/mermelada-carrefour-classic-de-frutos-rojos-454-g-739421/p,,3046,,no_disponible,Mermelada Carrefour Classic de frutos rojos 454 g. - Carrefour
Carrefour,,"Gaseosa cola Carrefour Classic 2,25 lts",1663.20,1890,739.20,1 L.,Ninguno,https://www.carrefour.com.ar/gaseosa-cola-carrefour-classic-225-lts-572675/p,,3080,2026-06-22,,
Dia,Alimento Humedo Para Gatos Sabor Atun Felix 85 Gr.,Alimento Humedo Para Gatos Sabor Atun Felix 85 Gr.,1450.0,1450.0,,,4x3,https://diaonline.supermercadosdia.com.ar/alimento-humedo-para-gatos-sabor-atun-felix-85-gr-309217/p,2026-06-22 19:57:10,2659,,,
Dia,Galletitas Crackers La Providencia 505 Gr.,Galletitas Crackers La Providencia 505 Gr.,1689.0,1689.0,,,,https://diaonline.supermercadosdia.com.ar/galletitas-crackers-la-providencia-505-gr-299850/p,2026-06-22 19:57:14,2212,,,
,,Galletitas crackers La Providencia 303 g.,,,,,,https://www.carrefour.com.ar/galletitas-crackers-la-providencia-303-g/p,,2810,,no_disponible,Carrefour
Carrefour,,Galletitas pepas Carrefour Classic 900 grs,5391,5990,5990,1 K.,Ninguno,https://www.carrefour.com.ar/galletitas-pepas-carrefour-classic-900-grs-594327/p,,2694,2026-06-22,,
Carrefour,,Lechuga mantecosa x kg.,2999,2999,2999,1 K.,Ninguno,https://www.carrefour.com.ar/lechuga-mantecosa-x-kg-735119/p,,3287,2026-06-22,,
Carrefour,,Té clásico en saquitos Carrefour Classic sin TACC 50 uni,1237.10,1390,12371,1 K.,Ninguno,https://www.carrefour.com.ar/te-clasico-en-saquitos-carrefour-classic-sin-tacc-x-50-uni-679247/p,,3232,2026-06-22,,
Dia,Cereales de Maíz 3 Arroyos 400 Gr.,Cereales de Maíz 3 Arroyos 400 Gr.,2723.0,2723.0,,,,https://diaonline.supermercadosdia.com.ar/cereales-de-maiz-3-arroyos-400-gr-272851/p,2026-06-22 19:58:03,2273,,,
Carrefour,,Vino tinto Malbec Trapiche Origen 750 ml,8220,8220,10960,1 L.,Ninguno,https://www.carrefour.com.ar/vino-tinto-trapiche-malbec-origen-750-cc-709984/p,,3168,2026-06-22,,
Dia,Vino Tinto Norton Elegido Malbec 750 Ml.,Vino Tinto Norton Elegido Malbec 750 Ml.,5290.0,5290.0,,,,https://diaonline.supermercadosdia.com.ar/vino-tinto-norton-elegido-malbec-750-ml-215542/p,2026-06-22 19:58:19,2425,,,
Dia,"Gaseosa Coca-Cola Sabor Original 2,5 Lt.","Gaseosa Coca-Cola Sabor Original 2,5 Lt.",2496.0,2496.0,,,2do al 50%,https://diaonline.supermercadosdia.com.ar/gaseosa-coca-cola-sabor-original-2-5-lt-83209/p,2026-06-22 19:58:25,2350,,,
Carrefour,,Palitos salados Quento 85 g.,2449,2449,28811.76,1 K.,Ninguno,https://www.carrefour.com.ar/palitos-salados-quento-85-g-734778/p,,3131,2026-06-22,,
Carrefour,,Vino tinto Malbec Dadá 750 ml,7819,7819,10425.33,1 L.,Ninguno,https://www.carrefour.com.ar/vino-tinto-malbec-dada-750-cc/p,,3165,2026-06-22,,
Carrefour,,Lechuga capuchina x kg.,3199,3199,3199,1 K.,Ninguno,https://www.carrefour.com.ar/lechuga-capuchina-x-kg-735054/p,,3289,2026-06-22,,
Dia,Vino Malbec Organico Argento Estate Bottled 750 Ml.,Vino Malbec Organico Argento Estate Bottled 750 Ml.,7568.0,7568.0,,,,https://diaonline.supermercadosdia.com.ar/vino-malbec-organico-argento-estate-bottled-750-ml-296626/p,2026-06-22 19:59:19,2416,,,
Carrefour,,Galletitas dulces Anillitos Terrabusi 170 g.,1809,1809,10641.18,1 K.,Ninguno,https://www.carrefour.com.ar/galletitas-dulces-anillos-terrabusi-170-g-680264/p,,2686,2026-06-22,,
Delimart,,Crema Dental Colgate Luminous White Brilliant 90 Gr,7321.86,7321.86,0,,Ninguno,https://www.delimart.com.ar/crema_dental_colgate_luminous_white_brilliant_90_gr,,4339,2026-06-22,,
Depot,,JABE DOVE CUID PROT 90X,1196.42,1196.42,0,,Ninguno,https://depotexpress.com.ar/productos/tocador-y-cosmtica/jabe-dove-cuid-prot-90x/,,3697,2026-06-22,,
Dia,Vino Malbec Finca Norte 750 Ml.,Vino Malbec Finca Norte 750 Ml.,4565.0,4565.0,,,3x2,https://diaonline.supermercadosdia.com.ar/vino-malbec-finca-norte-750-ml-263987/p,2026-06-22 20:00:12,2433,,,
Carrefour,,Desodorante Rexona Men 150 ml,4649,4649,30993.33,1 L.,Ninguno,https://www.carrefour.com.ar/desodorante-rexona-men-150-ml-726890/p,,3333,2026-06-22,,
Delimart,,Queso Rallado La Serenisima 130 Gr,6238.34,6238.34,0,,Ninguno,https://www.delimart.com.ar/queso_rallado_la_serenisima_130_gr,,3932,2026-06-22,,
Depot,,VINF S.FELIPE MALBEC 750X,3567.00,3567.00,0,,Ninguno,https://depotexpress.com.ar/productos/bebidas-c-alcohol/vinos-y-espumantes/vinf-s-felipe-malbec-750x/,,3605,2026-06-22,,
Delimart,,Sal Fina Salero Corrediza Celusal x 250 Gs,3510.74,3510.74,0,,Ninguno,https://www.delimart.com.ar/sal_fina_salero_corrediza_celusal_x_250_gs,,3976,2026-06-22,,
Carrefour,,Arroz largo fino 00000 Lucchetti 1 kg.,1999,1999,1999,1 K.,Ninguno,https://www.carrefour.com.ar/arroz-largo-fino-00000-lucchetti-1-kg-726297/p,,2853,2026-06-22,,
Delimart,,Rollo De Cocina Elegante Premium 3 rollos x 100 Paños,4886.94,4886.94,0,,Ninguno,https://www.delimart.com.ar/rollo_de_cocina_elegante_premium_3_rollos_x_100_panos,,4388,2026-06-22,,
Dia,Original Cacao En Polvo Nesquik X 360 Gr.,Original Cacao En Polvo Nesquik X 360 Gr.,4779.0,4779.0,,,,https://diaonline.supermercadosdia.com.ar/original-cacao-en-polvo-nesquik-x-360-gr-85387/p,2026-06-22 20:01:37,2478,,,
Carrefour,,Yerba mate Rosamonte 55 aniversario 1 kg.,4459,4459,4459,1 K.,Ninguno,https://www.carrefour.com.ar/yerba-mate-rosamonte-55-aniversario-1-kg/p,,3224,2026-06-22,,
Carrefour,,Jugo Citric de manzana tetra 1 lt.,5869,5869,5869,1 L.,Ninguno,https://www.carrefour.com.ar/jugo-citric-de-manzana-tetra-1-lt-693751/p,,3094,2026-06-22,,
,,Palitos salados Krachitos 110 g.,,,,,,https://www.carrefour.com.ar/palitos-salados-krachitos-110-g-717257/p,,3128,,no_disponible,Carrefour
Dia,Vino Malbec El Cazador 750 Ml.,Vino Malbec El Cazador 750 Ml.,6416.0,6416.0,,,3x2,https://diaonline.supermercadosdia.com.ar/vino-malbec-el-cazador-750-ml-310080/p,2026-06-22 20:02:27,2418,,,
Depot,,JABE DOVE ORIGINAL 90X,1243.41,1243.41,0,,Ninguno,https://depotexpress.com.ar/productos/tocador-y-cosmtica/jabon-dove-blanco-90gr/,,3698,2026-06-22,,
Carrefour,,Pasta dental Kolynos White protection 180 grs,4759,4759,26438.89,1 K.,Ninguno,https://www.carrefour.com.ar/pasta-dental-kolynos-white-protection-180-grs-594644/p,,3335,2026-06-22,,
Delimart,,Pure de Tomate De la Huerta x133 Gr,338.03,397.68,0,,Ninguno,https://www.delimart.com.ar/pure_de_tomate_de_la_huerta_x133_gr,,4015,2026-06-22,,
Carrefour,,Jabón líquido para ropa Woolite bebé en máquina repuesto 900 ml.,7169,7169,7965.56,1 L.,Ninguno,https://www.carrefour.com.ar/jabon-liquido-para-ropa-woolite-bebe-en-maquina-repuesto-900-ml-619920/p,,3383,2026-06-22,,
Delimart,,Aperitivo Aperol 750 Cc,14593.16,14593.16,0,,Ninguno,https://www.delimart.com.ar/aperitivo_aperol_750_cc2,,4164,2026-06-22,,
Delimart,,Lavandina Desinfectante Triple Poder Pureza Glaciar Ayudin 4L,8140.64,8140.64,0,,Ninguno,https://www.delimart.com.ar/lavandina_desinfectante_triple_poder_pureza_glaciar_ayudin_4l,,4360,2026-06-22,,
,,Yogur bebible frutilla La SerenÍsima clásico 900 g.,,,,,,https://www.carrefour.com.ar/yogur-bebible-frutilla-la-serenisima-clasico-900-g-726990/p,,2931,,no_disponible,Carrefour
,,,,,,,,,,2553,,"EXCEPTION: Message: invalid argument
  (Session info: chrome=149.0.7827.155)
Stacktrace:
	chromedriver!GetHandleVerifier [0x7ff7f90f3fa5+14925]
	chromedriver!GetHandleVerifier [0x7ff7f90f4000+14980]
	chromedriver!(No symbol) [0x7ff7f8c37726]
	chromedriver!(No symbol) [0x7ff7f8c23ba8]
	chromedriver!(No symbol) [0x7ff7f8c21ff5]
	chromedriver!(No symbol) [0x7ff7f8c22562]
	chromedriver!(No symbol) [0x7ff7f8c3bbe6]
	chromedriver!(No symbol) [0x7ff7f8ce01c4]
	chromedriver!(No symbol) [0x7ff7f8cba3ca]
	chromedriver!(No symbol) [0x7ff7f8cdf39b]
	chromedriver!(No symbol) [0x7ff7f8c8401c]
	chromedriver!(No symbol) [0x7ff7f8c84f43]
	chromedriver!GetHandleVerifier [0x7ff7f96d7591+5f7f11]
	chromedriver!GetHandleVerifier [0x7ff7f96d1902+5f2282]
	chromedriver!GetHandleVerifier [0x7ff7f96f7115+617a95]
	chromedriver!GetHandleVerifier [0x7ff7f9111dce+3274e]
	chromedriver!GetHandleVerifier [0x7ff7f911a82c+3b1ac]
	chromedriver!GetHandleVerifier [0x7ff7f90fd744+1e0c4]
	chromedriver!GetHandleVerifier [0x7ff7f90fd8d4+1e254]
	chromedriver!GetHandleVerifier [0x7ff7f90e1447+1dc7]
	KERNEL32!BaseThreadInitThunk [0x7ffd6194e957+17]
	ntdll!RtlUserThreadStart [0x7ffd62787c1c+2c]
",
Carrefour,,Gin Gordon's 700 cc,14174.25,18899,20248.93,1 L.,35% off tarjeta crf crdito | 35% off cuenta digital | 25% off max 8 unidades,https://www.carrefour.com.ar/gin-gordon-s-700-cc-45722/p,,3186,2026-06-22,,
Carrefour,,Arvejas secas remojadas Carrefour classic sin sal 300 g.,725.88,789,2419.60,1 K.,Ninguno,https://www.carrefour.com.ar/arvejas-secas-remojadas-carrefour-classic-sin-sal-300-g-731397/p,,3027,2026-06-22,,
Delimart,,Galletitas Surtido Bagley x400 Gr,3802.75,3802.75,0,,Ninguno,https://www.delimart.com.ar/galletitas_surtido_bagley_x400_gr,,3826,2026-06-22,,
Delimart,,Pure de tomates Inca 520 g,1487.50,1487.50,0,,Ninguno,https://www.delimart.com.ar/pure_de_tomates_inca_520_g,,4012,2026-06-22,,
Delimart,,Spaghetti Terrabusi 500gr,1351.54,1351.54,0,,Ninguno,https://www.delimart.com.ar/spaghetti_terrabusi_500gr2,,3872,2026-06-22,,
,,Aritos de cereal 3 Arroyos de avena y miel en bolsa 180 grs,,,,,,https://www.carrefour.com.ar/aritos-de-cereal-3-arroyos-de-avena-y-miel-en-bolsa-180-grs-316589/p,,2941,,no_disponible,Carrefour
