supermercado,producto_nombre,nombre,precio_descuento,precio_normal,precio_por_unidad,unidad,descuentos,url,fecha_extraccion,id_link_producto,fecha,error_type,titulo
Delimart,,Snacks Papas Quento Sabor Ketchup 90 Gr,2053.84,2416.28,0,,Ninguno,https://www.delimart.com.ar/snacks_papas_quento_sabor_ketchup_90_gr,,4103,2026-06-22,,
Depot,,ALPE PEDIG ADUL RAZ PEQ 1.5X,6330.59,6330.59,0,,Ninguno,https://depotexpress.com.ar/productos/alimentos-para-mascotas/alpe-pedig-adul-raz-peq-1-5x/,,3757,2026-06-22,,
Carrefour,,Mermelada BC La Campagnola damasco 390 g.,3739,3739,9587.18,1 K.,Ninguno,https://www.carrefour.com.ar/mermelada-bc-la-campagnola-damasco-390-g/p,,3050,2026-06-22,,
Depot,,CERVEZA MILLER DRAFT LATA 473X,1942.59,1942.59,0,,Ninguno,https://depotexpress.com.ar/productos/bebidas-c-alcohol/cerveza/cerv-miller-draft-lata-473x/,,3586,2026-06-22,,
Delimart,,Desodorante Go Fresh Aroma Pepino Y te Verde Dove 87 Gr,6104.27,6104.27,0,,Ninguno,https://www.delimart.com.ar/desodorante_go_fresh_aroma_pepino_y_te_verde_dove_87_gr,,4333,2026-06-22,,
Delimart,,Mani pelado Frito Salado Quento X135 Gr,2016.63,2372.50,0,,Ninguno,https://www.delimart.com.ar/mani_pelado_frito_salado_quento_x135_gr,,4107,2026-06-22,,
Dia,Alimento Seco para Perros Purina One Adultos Minis y Pequeños Pollo y Carne 2 Kg.,Alimento Seco para Perros Purina One Adultos Minis y Pequeños Pollo y Carne 2 Kg.,15366.0,15366.0,,,,https://diaonline.supermercadosdia.com.ar/alimento-seco-para-perros-purina-one-adultos-minis-y-pequenos-pollo-y-carne-2-kg-277849/p,2026-06-22 20:48:31,2646,,,
Carrefour,,Fideos tallarines Favorita 500 g.,999,999,1998,1 K.,Ninguno,https://www.carrefour.com.ar/fideos-tallarines-favorita-500-g/p,,2860,2026-06-22,,
,,Queso cremón La Serenísima original pote 280 g.,,,,,,https://www.carrefour.com.ar/queso-cremon-la-serenisima-original-pote-280-g/p,,2911,,no_disponible,Carrefour
Delimart,,Galletitas De Agua Traviata x 3 324 Gr,1837.26,1837.26,0,,Ninguno,https://www.delimart.com.ar/galletitas_de_agua_traviata_x_3_324_gr,,3843,2026-06-22,,
,,Mermelada Dulcor frutilla 454 g.,,,,,,https://www.carrefour.com.ar/mermelada-dulcor-frutilla-454-g/p,,3054,,no_disponible,Carrefour
Carrefour,,Manzana red x kg.,4799,4799,4799,1 K.,Ninguno,https://www.carrefour.com.ar/manzana-red-x-kg-735441/p,,3273,2026-06-22,,
Delimart,,Manzana el kilo a,4050.00,4050.00,0,,Ninguno,https://www.delimart.com.ar/manzana_el_kilo_a,,4284,2026-06-22,,
Delimart,,Edulcorante Clasico Forte Hileret 500 ML,4492.78,4492.78,0,,Ninguno,https://www.delimart.com.ar/edulcorante_clasico_forte_hileret_500_ml,,3975,2026-06-22,,
Delimart,,Galletitas Mellizas Pack x3 330 Gr,4440.00,4440.00,0,,Ninguno,https://www.delimart.com.ar/galletitas_mellizas_pack_x3_330_gr,,3831,2026-06-22,,
Delimart,,Alimento Para Perros Cachorros Keiko Max 8 Kg,23852.82,23852.82,0,,Ninguno,https://www.delimart.com.ar/alimento_para_perros_cachorros_keiko_max_8_kg,,4401,2026-06-22,,
Depot,,MAYONESA NATURA D/P 1000X,4146.94,4146.94,0,,Ninguno,https://depotexpress.com.ar/productos/comestibles/mayo-natura-d-p-1000x/,,3497,2026-06-22,,
Dia,Detergente Líquido Ala + Concentrado Limón 300 Ml.,Detergente Líquido Ala + Concentrado Limón 300 Ml.,1725.0,2300.0,,,,https://diaonline.supermercadosdia.com.ar/detergente-liquido-ala--concentrado-limon-300-ml-295355/p,2026-06-22 20:43:33,2616,,,
Delimart,,Papel Higienico Elegante Aloe Vera Premium-Max 4 rollos x 80 m x 10 Cm,6324.97,6324.97,0,,Ninguno,https://www.delimart.com.ar/papel_higienico_elegante_aloe_vera_premium-max_4_rollos_x_80_m_x_10_cm,,4341,2026-06-22,,
Carrefour,,Galletitas Trimak polvorones limón 170 g.,1159,1159,6817.65,1 K.,Ninguno,https://www.carrefour.com.ar/galletitas-trimak-polvorones-limon-170-g/p,,2742,2026-06-22,,
Delimart,,Yerba Mate Playadito 500 Gr,2231.03,2231.03,0,,Ninguno,https://www.delimart.com.ar/yerba_mate_playadito_500_gr,,4213,2026-06-22,,
Dia,Mani Pelado Pehuamar X 135 Gr 300811,Mani Pelado Pehuamar X 135 Gr 300811,0.0,0.0,,,,https://diaonline.supermercadosdia.com.ar/mani-pelado-pehuamar-x-135-gr-300811/p,2026-06-22 20:44:42,2390,,,
,,Galletitas Frutigran salvado 250 g.,,,,,,https://www.carrefour.com.ar/galletitas-frutigran-salvado-250-g/p,,2734,,no_disponible,Carrefour
Carrefour,,Lomito de atún al natural Gomes Da Costa 170 grs,4559,4559,26817.65,1 K.,Ninguno,https://www.carrefour.com.ar/lomito-de-atun-al-natural-gomes-da-costa-170-grs-714820/p,,3255,2026-06-22,,
Dia,Té Clásico La Virginia Naturalidad Intacta 25 Ud.,Té Clásico La Virginia Naturalidad Intacta 25 Ud.,810.0,895.0,,,,https://diaonline.supermercadosdia.com.ar/te-clasico-la-virginia-naturalidad-intacta-25-ud-280379/p,2026-06-22 20:45:21,2499,,,
Depot,,TE LA VIRG COM MOL CONT 25X,882.27,882.27,0,,Ninguno,https://depotexpress.com.ar/productos/desayuno/te-la-virg-com-mol-cont-25x/,,3678,2026-06-22,,
Carrefour,,Cerveza Salta Cautiva Session Ipa 473 ml,2137.50,2850,6025.37,1 L.,2do al 50% max 48 unidades combinable salta cautiva,https://www.carrefour.com.ar/cerveza-salta-cautiva-session-ipa-473-ml-737640/p,,3148,2026-06-22,,
Delimart,,Mermelada Naranja La Campagnola 454 Gr,5059.36,5059.36,0,,Ninguno,https://www.delimart.com.ar/mermelada_naranja_la_campagnola_454_gr,,4034,2026-06-22,,
Delimart,,Te Taragui Nuevos Saquitos 50 Unidades,2369.70,2369.70,0,,Ninguno,https://www.delimart.com.ar/te_taragui_nuevos_saquitos_50_unidades,,4248,2026-06-22,,
Carrefour,,Huevos frescos blancos Carrefour 6 u.,1922.80,2090,320.47,1 U.,Ninguno,https://www.carrefour.com.ar/huevos-frescos-blancos-carrefour-6-u/p,,2957,2026-06-22,,
Carrefour,,Galletitas dulces Cachafaz miel y avena orgánicas 170 g.,2499,2499,14700,1 K.,Ninguno,https://www.carrefour.com.ar/galletitas-dulces-cachafaz-miel-y-avena-organicas-170-g/p,,2740,2026-06-22,,
Carrefour,,Papas fritas Lays clásicas 230 g.,5693.35,8759,26657.83,1 K.,2do al 70% max 8 unidades combinable lays,https://www.carrefour.com.ar/papas-fritas-lays-clasicas-230-g-721959/p,,3111,2026-06-22,,
Carrefour,,Galletitas Pepitos con chips de chocolate 119 g.,2065,2065,17352.94,1 K.,Ninguno,https://www.carrefour.com.ar/galletitas-pepitos-con-chips-de-chocolate-119-g-715953/p,,2683,2026-06-22,,
Carrefour,,Té en saquitos Taragüi internacional negro clásico 50 u.,5319,5319,53190,1 K.,Ninguno,https://www.carrefour.com.ar/te-en-saquitos-taragui-internacional-negro-clasico-50-u/p,,3235,2026-06-22,,
Depot,,VINF BENJAMIN MALBEC 750X,5220.48,5220.48,0,,Ninguno,https://depotexpress.com.ar/productos/bebidas-c-alcohol/vinos-y-espumantes/vino-benjamin-malb-x-750/,,3610,2026-06-22,,
Carrefour,,Arvejas secas remojadas Carrefour classic en lata 300 g.,631.01,709,2103.37,1 K.,Ninguno,https://www.carrefour.com.ar/arvejas-secas-remojadas-carrefour-classic-en-lata-300-g-731395/p,,3024,2026-06-22,,
Carrefour,,Rollo de cocina Elegante x3 50 paños,2839,2839,18.93,1 Pano,Ninguno,https://www.carrefour.com.ar/rollo-de-cocina-elegante-x3-50-panos-628286/p,,3408,2026-06-22,,
Dia,Acondicionador SEDAL Crema Balance Toque de Seda 340 Ml.,Acondicionador SEDAL Crema Balance Toque de Seda 340 Ml.,3780.45,5420.0,,,,https://diaonline.supermercadosdia.com.ar/acondicionador-sedal-crema-balance-toque-de-seda-340-ml-293001/p,2026-06-22 20:47:53,2580,,,
Depot,,AZUC L.PROVIDENCIA 1X,935.00,935.00,0,,Ninguno,https://depotexpress.com.ar/productos/desayuno/azucar-la-providencia-1x/,,3483,2026-06-22,,
,,Vino tinto Malbec Tierra de Fuego 750 ml,,,,,,https://www.carrefour.com.ar/vino-tinto-malbec-tierra-del-fuego-750-cc/p,,3169,,no_disponible,Vino tinto Malbec Tierra de Fuego 750 ml - Carrefour
Carrefour,,Harina de maiz Carrefour orgánico 500 g.,1348.50,1450,2697,1 K.,Ninguno,https://www.carrefour.com.ar/harina-de-maiz-carrefour-organico-500-g/p,,2829,2026-06-22,,
Carrefour,,Tartaleta frutos rojos Carrefour Classic 300 g.,1949.10,2190,6497,1 K.,Ninguno,https://www.carrefour.com.ar/tartaleta-frutos-rojos-carrefour-classic-300-g-736428/p,,2679,2026-06-22,,
Depot,,TE LA VIRG MEZC HIERB 25X,1545.56,1545.56,0,,Ninguno,https://depotexpress.com.ar/productos/desayuno/te-la-virg-mezc-hierb-25x/,,3682,2026-06-22,,
Delimart,,Gaseosa Crush Manzana 3 Lt,2400.00,2400.00,0,,Ninguno,https://www.delimart.com.ar/gaseosa_crush_manzana_3_lt,,4052,2026-06-22,,
Carrefour,,Caldo de carne Carrefour classic deshidratado 12 u.,1264.90,1390,11095.61,1 K.,Ninguno,https://www.carrefour.com.ar/caldo-de-carne-carrefour-classic-deshidratado-12-u/p,,3010,2026-06-22,,
Depot,,JABL REXONA ANT ALOE 250X,2380.33,2380.33,0,,Ninguno,https://depotexpress.com.ar/productos/tocador-y-cosmtica/jabl-rexona-ant-aloe-250x/,,3723,2026-06-22,,
Depot,,VINF DADA ART MALBEC 750X,4901.51,4901.51,0,,Ninguno,https://depotexpress.com.ar/productos/bebidas-c-alcohol/vinos-y-espumantes/vinf-dada-art-malbec-750x/,,3619,2026-06-22,,
,,Aceite de girasol Pureza 1500 cc.,,,,,,https://www.carrefour.com.ar/aceite-de-girasol-pureza-1500-cc/p,,2880,,no_disponible,Aceite de girasol Pureza 1500 cc - Carrefour
Dia,"Aceite de Girasol Pureza 1,5 Lt.","Aceite de Girasol Pureza 1,5 Lt.",6979.0,6979.0,,,,https://diaonline.supermercadosdia.com.ar/aceite-de-girasol-pureza-15-lt-265505/p,2026-06-22 20:50:41,2238,,,
Delimart,,Mermelada Durazno La Campagnola 454 Gr,4026.63,4026.63,0,,Ninguno,https://www.delimart.com.ar/mermelada_durazno_la_campagnola_454_gr,,4024,2026-06-22,,
Depot,,JABL REXONA ANT FRESH 250X,2380.33,2380.33,0,,Ninguno,https://depotexpress.com.ar/productos/tocador-y-cosmtica/jabl-rexona-ant-fresh-250x/,,3716,2026-06-22,,
Carrefour,,Aperitivo Campari bitter 450 cc.,8699,8699,19331.11,1 L.,Ninguno,https://www.carrefour.com.ar/aperitivo-con-alcohol-campari-450-ml-602834/p,,3181,2026-06-22,,
Carrefour,,Queso cremoso Puyehue horma x kg.,9990.00,12210,9990,1 K.,18%,https://www.carrefour.com.ar/queso-cremoso-puyehue-horma-x-kg/p,,2918,2026-06-22,,
Carrefour,,Café instantáneo clásico Carrefour Classic en frasco 170 g.,12374.40,12890,72790.59,1 K.,Ninguno,https://www.carrefour.com.ar/cafe-instantaneo-clasico-carrefour-classic-en-frasco-170-g-745140/p,,3210,2026-06-22,,
,,,,,,,,https://www.carrefour.com.ar/leche-modificada-en-polvo-armonia-bolsa-x-800-grs-653621/p,,2900,,no_name,
Dia,Cebolla Morada x 1 Kg.,Cebolla Morada x 1 Kg.,2490.0,2490.0,,,,https://diaonline.supermercadosdia.com.ar/cebolla-morada-x-1-kg-263485/p,2026-06-22 20:54:24,2560,,,
Delimart,,Alimento Para Perros Adultos Keiko Max 3 Kg,8917.44,8917.44,0,,Ninguno,https://www.delimart.com.ar/alimento_para_perros_adultos_keiko_max_3_kg,,4400,2026-06-22,,
,,Huevo blanco Carnave cartón 6 u.,,,,,,https://www.carrefour.com.ar/huevo-blanco-carnave-carton-6-u/p,,2960,,no_disponible,Carrefour
Carrefour,,Plusbelle jabón de tocador Coco & Vainilla x3 120 grs,3749,3749,10413.89,1 K.,Ninguno,https://www.carrefour.com.ar/plusbelle-jabon-de-tocador-coco-vainilla-x3-120-grs-764225/p,,3301,2026-06-22,,
Carrefour,,Desinfectante en aerosol Carrefour Expert original 340 ml,2904.60,3090,8542.94,1 L.,Ninguno,https://www.carrefour.com.ar/desinfectante-en-aerosol-carrefour-expert-original-340-ml-501231/p,,3401,2026-06-22,,
Carrefour,,Tampones super Carrefour soft 16 uni.,4138.50,4450,258.66,1 U.,Ninguno,https://www.carrefour.com.ar/tampones-super-carrefour-soft-16-uni-705787/p,,3355,2026-06-22,,
Delimart,,Zapallo Brasilero MEDIANO (2 kg a 4 kg aprox),4725.00,4725.00,0,,Ninguno,https://www.delimart.com.ar/zapallo_brasilero_mediano_2_kg_a_4_kg_aprox,,4301,2026-06-22,,
Delimart,,Galletitas Oreo 118 Gr,1950.73,1950.73,0,,Ninguno,https://www.delimart.com.ar/galletitas_oreo_118_gr,,3813,2026-06-22,,
Delimart,,Dermo Acondicionador Head & Shoulders Hidratacion Coco 300 ml,10198.52,10198.52,0,,Ninguno,https://www.delimart.com.ar/dermo_acondicionador_head__shoulders_hidratacion_coco_300_ml,,4321,2026-06-22,,
Depot,,VINA D.ANCLAS ALCOHOL 500X,846.25,846.25,0,,Ninguno,https://depotexpress.com.ar/productos/comestibles/vinagre-dos-anclas-alcohol-500x/,,3504,2026-06-22,,
Delimart,,Lechuga Criolla bolsa x250 Gr,3164.32,3164.32,0,,Ninguno,https://www.delimart.com.ar/lechuga_criolla__bolsa_x250_gr,,4296,2026-06-22,,
Depot,,GAS PEPSI PET 500X,1075.71,1075.71,0,,Ninguno,https://depotexpress.com.ar/productos/bebidas-s-alcohol/gaseosas/gas-pepsi-pet-500x/,,3533,2026-06-22,,
Dia,Vino Malbec Lopez 750 Ml.,Vino Malbec Lopez 750 Ml.,4790.0,5700.0,,,,https://diaonline.supermercadosdia.com.ar/vino-malbec-lopez-750-ml-180717/p,2026-06-22 20:49:13,2417,,,
Depot,,ARR KARA-I BB 1X,1403.60,1403.60,0,,Ninguno,https://depotexpress.com.ar/productos/comestibles/arr-kara-i-bb-1x/,,3457,2026-06-22,,
Depot,,YERB ROSAM SVE PLUS 1X,3705.00,3705.00,0,,Ninguno,https://depotexpress.com.ar/productos/comestibles/yerba-mate-rosamonte-suave-1kg/,,3677,2026-06-22,,
Delimart,,Polenta Instantanea Presto Pronta Arcor 730 Gr,2566.14,2566.14,0,,Ninguno,https://www.delimart.com.ar/polenta_instantanea_presto_pronta_arcor_730_gr,,3858,2026-06-22,,
Carrefour,,Toalla femenina Doncella normal con alas x 16 uni,2260,2260,141.25,1 U.,Ninguno,https://www.carrefour.com.ar/toalla-femenina-doncella-normal-con-alas-x-16-uni-704833/p,,3360,2026-06-22,,
Delimart,,Mayonesa Con Jugo De Limon Natura 237 g,1884.32,1884.32,0,,Ninguno,https://www.delimart.com.ar/mayonesa_con_jugo_de_limon_natura_237_g,,3980,2026-06-22,,
Delimart,,Detergente Concentrado Heroe Ultra X500 Ml Limon,1791.90,2108.12,0,,Ninguno,https://www.delimart.com.ar/detergente_concentrado_heroe_ultra_x500_ml_limon,,4358,2026-06-22,,
Carrefour,,Galletitas dulces Terrabusi vainilla 120 grs,1259,1259,10491.67,1 K.,Ninguno,https://www.carrefour.com.ar/galletitas-dulces-terrabusi-vainilla-120-grs-743100/p,,2759,2026-06-22,,
Depot,,GALD TRIO PEPAS 320X,974.67,974.67,0,,Ninguno,https://depotexpress.com.ar/productos/desayuno/gald-trio-pepas-320x/,,3443,2026-06-22,,
Carrefour,,Jabón de tocador Lux orquidea negra x3 120 g.,3246.75,4329,12025,1 K.,2do al 50% max 8 unidades combinable lux,https://www.carrefour.com.ar/jabon-de-tocador-lux-orquidea-negra-x3-120-g/p,,3307,2026-06-22,,
Delimart,,Leche Entera Milkaut x 1 Litro,2250.36,2250.36,0,,Ninguno,https://www.delimart.com.ar/leche_entera_milkaut_x_1_litro,,3894,2026-06-22,,
Carrefour,,Yerba mate Playadito suave con palo 1 kg.,5105,5105,5105,1 K.,Ninguno,https://www.carrefour.com.ar/yerba-mate-playadito-suave-con-palo-1-kg/p,,3220,2026-06-22,,
Depot,,CONTRACARA MALBEC 750X,5683.45,5683.45,0,,Ninguno,https://depotexpress.com.ar/productos/bebidas-c-alcohol/vinos-y-espumantes/vinf-contracara-malbec-750x/,,3597,2026-06-22,,
Depot,,SHAM SEDAL CERAM 190X,2312.50,2312.50,0,,Ninguno,https://depotexpress.com.ar/productos/ofertas/sham-sedal-ceram-190x/,,3708,2026-06-22,,
Delimart,,Mermelada Light Frutilla Arcor 390 Gr,4541.82,4541.82,0,,Ninguno,https://www.delimart.com.ar/mermelada_light_frutilla_arcor_390_gr,,4026,2026-06-22,,
Delimart,,Vino Profugo Frutos Rojos Malbec 750 Ml,3248.82,3822.14,0,,Ninguno,https://www.delimart.com.ar/vino_profugo_frutos_rojos_malbec_750_ml,,4135,2026-06-22,,
Delimart,,Mermelada Damasco Arcor 454 Gr,4821.84,4821.84,0,,Ninguno,https://www.delimart.com.ar/mermelada_damasco_arcor_454_gr,,4025,2026-06-22,,
Carrefour,,Puré de tomate Corper sin gluten 520 grs,990,990,1903.85,1 K.,Ninguno,https://www.carrefour.com.ar/pure-de-tomate-corper-sin-gluten-520-grs-759891/p,,3021,2026-06-22,,
Delimart,,Yerba Mate Unión Suave Liviana 500 Gr,3280.30,3280.30,0,,Ninguno,https://www.delimart.com.ar/yerba_mate_union_suave_liviana_500_gr,,4224,2026-06-22,,
,,,,,,,,https://www.carrefour.com.ar/galletitas-dulces-lincoln-clasicas--terrabusi-tripack-459-g-715956/p,,2696,,404,Carrefour
Dia,Vino Tinto El Bautismo Malbec 750 Ml.,Vino Tinto El Bautismo Malbec 750 Ml.,4990.0,6320.0,,,,https://diaonline.supermercadosdia.com.ar/vino-tinto-el-bautismo-malbec-750-ml-267045/p,2026-06-22 20:53:51,2436,,,
Carrefour,,Yerba mate Cruz de Malta con palo sin TACC 1 kg.,4909,4909,4909,1 K.,Ninguno,https://www.carrefour.com.ar/yerba-mate-cruz-de-malta-con-palo-sin-tacc-1-kg-695941/p,,3228,2026-06-22,,
Dia,Detergente Cif Bioactive Lima Botella 500 Ml.,Detergente Cif Bioactive Lima Botella 500 Ml.,4390.0,4390.0,,,,https://diaonline.supermercadosdia.com.ar/detergente-cif-bioactive-lima-botella-500-ml-294031/p,2026-06-22 20:54:04,2615,,,
Dia,Papel Higiénico Higienol Max hoja simple 80 m 4 Ud.,Papel Higiénico Higienol Max hoja simple 80 m 4 Ud.,5749.0,5749.0,,,,https://diaonline.supermercadosdia.com.ar/papel-higienico-higienol-max-hoja-simple-80-m-4-ud-7582/p,2026-06-22 20:54:08,2596,,,
,,Asado Novillo x kg.,,,,,,https://www.carrefour.com.ar/asado-novillo-x-kg-6631/p,,3240,,no_disponible,Carrefour
Delimart,,Edulcorante Clasico Cañuelas 500 Ml,3652.33,3652.33,0,,Ninguno,https://www.delimart.com.ar/edulcorante_clasico_canuelas_500_ml,,3971,2026-06-22,,
Dia,Shampoo Head & Shoulders Manzana Fresh Control Caspa 375 Ml.,Shampoo Head & Shoulders Manzana Fresh Control Caspa 375 Ml.,8924.25,11899.0,,,,https://diaonline.supermercadosdia.com.ar/shampoo-head---shoulders-manzana-fresh-control-caspa-375-ml-142043/p,2026-06-22 20:54:34,2575,,,
Dia,"Soda Dia en Botella 2,25 Lt.","Soda Dia en Botella 2,25 Lt.",1400.0,1500.0,,,,https://diaonline.supermercadosdia.com.ar/soda-dia-en-botella-225-lt-78303/p,2026-06-22 20:54:38,2374,,,
Carrefour,,Caldo de verduras Carrefour classic caja 12 u.,1264.90,1390,11095.61,1 K.,Ninguno,https://www.carrefour.com.ar/caldo-de-verduras-carrefour-classic-caja-12-u/p,,3004,2026-06-22,,
Dia,Aperitivo Fernet Branca 450 ml.,Aperitivo Fernet Branca 450 ml.,12250.0,12250.0,,,,https://diaonline.supermercadosdia.com.ar/aperitivo-fernet-branca-450-ml-102405/p,2026-06-22 20:54:51,2457,,,
Delimart,,Bola De Lomo Trozado Don Juan - Envasado al vacío - El kilo a,23047.01,27114.13,0,,Ninguno,https://www.delimart.com.ar/bola_de_lomo_trozado_don_juan_-_envasado_al_vacio_-_el_kilo_a,,4266,2026-06-22,,
Depot,,CERVEZA ANDES ORIGEN IPA LATA 473X,1596.24,1596.24,0,,Ninguno,https://depotexpress.com.ar/productos/bebidas-c-alcohol/cerveza/cerv-andes-origen-ipa-lata-473x/,,3579,2026-06-22,,
Carrefour,,Vinagre de alcohol Favinco sin tacc 500 cc.,1019.25,1359,2718,1 L.,2do al 50% max 8 unidades combinable favinco,https://www.carrefour.com.ar/vinagre-de-alcohol-favinco-sin-tacc-500-cc-703276/p,,2997,2026-06-22,,
Dia,Galletitas Chocolate Chocolinas 250 Gr.,Galletitas Chocolate Chocolinas 250 Gr.,2420.0,2420.0,,,,https://diaonline.supermercadosdia.com.ar/galletitas-chocolate-chocolinas-250-gr-47932/p,2026-06-22 20:55:35,2208,,,
,,Azúcar común Carrefour classic tipo A en bolsa 1 kg.,,,,,,https://www.carrefour.com.ar/azucar-comun-carrefour-classic-tipo-a-en-bolsa-1-kg-723266/p,,2963,,no_disponible,Azúcar común Carrefour classic tipo A en bolsa 1 kg. - Carrefour
Delimart,,Galletitas Cofler Vainilla Rellenas de Chocolate 85 Gr,1311.18,1311.18,0,,Ninguno,https://www.delimart.com.ar/galletitas_cofler_vainilla_rellenas_de_chocolate_85_gr,,3778,2026-06-22,,
Carrefour,,Jabón en barra Dove antibacterial cuida & protege 90 g,1851.75,2469,27433.33,1 K.,2do al 50% max 8 unidades combinable dove,https://www.carrefour.com.ar/jabon-en-barra-dove-antibacterial-cuida-y-protege-90-g/p,,3304,2026-06-22,,
Depot,,ACGI VICENTIN GIR 900X,1810.42,1810.42,0,,Ninguno,https://depotexpress.com.ar/productos/comestibles/acgi-vicentin-gir-900x/,,3472,2026-06-22,,
Carrefour,,Caldo sabor carne Bulnez 6 uni,594,594,10421.05,1 K.,Ninguno,https://www.carrefour.com.ar/caldo-sabor-carne-bulnez-6-uni-746511/p,,3013,2026-06-22,,
Delimart,,Mani Salado Sin Piel King 30 Gr,348.48,348.48,0,,Ninguno,https://www.delimart.com.ar/mani_salado_sin_piel_king_30_gr,,4110,2026-06-22,,
Delimart,,Jabón De Tocador Dove Original Original Individual 90 Gr,2939.09,2939.09,0,,Ninguno,https://www.delimart.com.ar/jabon_de_tocador_dove_original_original_individual_90_gr,,4305,2026-06-22,,
Delimart,,Yerba Mate Selección Nobleza Gaucha 500 Gr,2625.30,2625.30,0,,Ninguno,https://www.delimart.com.ar/yerba_mate_seleccion_nobleza_gaucha_500_gr,,4219,2026-06-22,,
Carrefour,,Galletitas dulces Terrabusi miel 120 grs,1259,1259,10491.67,1 K.,Ninguno,https://www.carrefour.com.ar/galletitas-dulces-terrabusi-miel-120-grs-743101/p,,2748,2026-06-22,,
Dia,Té Taragui Sin Ensobrado 25 Ud.,Té Taragui Sin Ensobrado 25 Ud.,1249.0,1249.0,,,,https://diaonline.supermercadosdia.com.ar/te-taragui-sin-ensobrado-25-ud-283639/p,2026-06-22 20:57:15,2508,,,
Depot,,PISA NIC PIEDRA SANITARIA 2KG,2161.23,2161.23,0,,Ninguno,https://depotexpress.com.ar/productos/alimentos-para-mascotas/pisa-nic-piedra-sanitaria-2kg/,,3763,2026-06-22,,
Delimart,,Rollo De Cocina Campanita Classic 3x50,1984.50,1984.50,0,,Ninguno,https://www.delimart.com.ar/rollo_de_cocina_campanita_classic_3x50,,4387,2026-06-22,,
Delimart,,Papas Fritas Pringles Crema y Cebolla x 39gr,2418.33,2418.33,0,,Ninguno,https://www.delimart.com.ar/papas_fritas_pringles_crema_y_cebolla_x_39gr,,4096,2026-06-22,,
Delimart,,Desodorante Dove Roll On Insible Dry 50 Ml,4438.96,4438.96,0,,Ninguno,https://www.delimart.com.ar/desodorante_dove_roll_on_insible_dry_50_ml,,4329,2026-06-22,,
Delimart,,"Caldo De Verdura Maggi 2x9,5 g",380.81,380.81,0,,Ninguno,https://www.delimart.com.ar/caldo_de_verdura_maggi_2x95_g,,3997,2026-06-22,,
Delimart,,Vino Malbec Los Arboles 750 Cc,5288.50,6221.77,0,,Ninguno,https://www.delimart.com.ar/vino_malbec_los_arboles_750_cc2,,4142,2026-06-22,,
,,Galletitas dulces Carrefour Classic anillo sabor coco 300 grs,,,,,,https://www.carrefour.com.ar/galletitas-dulce-carrefour-classic-anillo-sabor-coco-300-grs-754968/p,,2795,,no_disponible,Galletitas dulces Carrefour Classic anillo sabor coco 300... - Carrefour
Carrefour,,Harina de Trigo 000 Caserita x 1 kg,919,919,919,1 K.,Ninguno,https://www.carrefour.com.ar/harina-de-trigo-000-caserita-x-1-kg-7757/p,,2832,2026-06-22,,
Carrefour,,Aperitivo Aperol 750 cc,10400.00,14199,13866.67,1 L.,26%,https://www.carrefour.com.ar/aperitivo-con-alcohol-aperol-750-ml-542059/p,,3190,2026-06-22,,
Dia,Jabon Liquido Manos Te Verde Bonte 240 Ml.,Jabon Liquido Manos Te Verde Bonte 240 Ml.,3206.0,3206.0,,,,https://diaonline.supermercadosdia.com.ar/jabon-liquido-manos-te-verde-bonte-240-ml-279353/p,2026-06-22 20:50:26,2603,,,
