nombre,precio_normal,precio_descuento,precio_por_unidad,unidad,descuentos,fecha,supermercado,url,id_link_producto,producto_nombre,fecha_extraccion,error_type,titulo
Gaseosa Crush Manzana 3 Lt,2400.00,2400.00,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/gaseosa_crush_manzana_3_lt,4052,,,,
Detergente Líquido Ala + Concentrado Limón Botella 500 ml,3120,3120,6240,1 L.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/detergente-liquido-ala-concentrado-limon-botella-500-ml-722418/p,3368,,,,
Yerba mate Rosamonte 55 aniversario 1 kg.,4459,4459,4459,1 K.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/yerba-mate-rosamonte-55-aniversario-1-kg/p,3224,,,,
Lentejas Prodeman 400 G,3194.90,3194.90,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/lentejas_prodeman_400_g,4020,,,,
Galletitas Carrefour Classic con chips chocolate 300 g.,2590,2382.80,7942.67,1 K.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/galletitas-carrefour-classic-con-chips-chocolate-300-g/p,2778,,,,
Galletitas Carrefour Classic con chips chocolate 172 grs,,,,,,,,https://www.carrefour.com.ar/galletitas-carrefour-classic-con-chips-chocolate-172-grs-664917/p,2751,,,no_disponible,Carrefour
Zapallo japones x kg.,999,799.00,799,1 K.,20%,2026-06-24,Carrefour,https://www.carrefour.com.ar/zapallo-japones-x-kg-735565/p,3295,,,,
DES POETT M.AMBTE PRIMAV 360X,3036.22,3036.22,0,,Ninguno,2026-06-24,Depot,https://depotexpress.com.ar/productos/limpieza/des-poett-m-ambte-primav-360x/,3750,,,,
Galletitas de chocolate Carrefour Classic rellenas de vainillas 120 grs,1090,991.90,8265.83,1 K.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/galletitas-de-chocolate-carrefour-classic-rellenas-de-vainillas-120-grs-763860/p,2783,,,,
Yerba Mate 4f Taragui 500 Gr,2494.26,2494.26,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/yerba_mate_4f_taragui_500_gr2,4218,,,,
Yerba Mate Rojo Especial x500 Gr,2055.26,1746.97,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/yerba_mate_rojo_especial_x500_gr,4238,,,,
"Agua Sin Gas Saborizada Pomelo Dia 1,5 Lt.",1491.0,1491.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/agua-sin-gas-saborizada-pomelo-dia-15-lt-3945/p,2371,"Agua Sin Gas Saborizada Pomelo Dia 1,5 Lt.",2026-06-24 20:29:54,,
Alimento a base de queso rallado Bulnez en sobre 40 g.,699,699,17475,1 K.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/alimento-a-base-de-queso-rallado-bulnez-en-sobre-40-g-740456/p,2930,,,,
Whisky Red Label Johnnie Walker 750 Cc,36908.19,36908.19,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/whisky_red_label_johnnie_walker_750_cc,4171,,,,
FERN 1882 450X,4709.90,4709.90,0,,Ninguno,2026-06-24,Depot,https://depotexpress.com.ar/productos/bebidas-c-alcohol/aperitivos/fern-1882-450x/,3631,,,,
Arroz largo fino 00000 Lucchetti 1 kg.,1999,1999,1999,1 K.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/arroz-largo-fino-00000-lucchetti-1-kg-726297/p,2853,,,,
Jabon Liquido Para Ropa Ariel Platinum Doypack 800 Ml.,4290.0,2990.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/jabon-liquido-para-ropa-ariel-platinum-doypack-800-ml-309642/p,2625,Jabon Liquido Para Ropa Ariel Platinum Doypack 800 Ml.,2026-06-24 20:25:42,,
Papas Fritas Lays Jamón Serrano 77 Gr.,3869.0,2514.85,,,,,Dia,https://diaonline.supermercadosdia.com.ar/papas-fritas-lays-jamon-serrano-77-gr-213435/p,2389,Papas Fritas Lays Jamón Serrano 77 Gr.,2026-06-24 20:25:46,,
Galletitas dulces Carrefour Classic anillo sabor coco 300 grs,,,,,,,,https://www.carrefour.com.ar/galletitas-dulce-carrefour-classic-anillo-sabor-coco-300-grs-754968/p,2795,,,no_disponible,Galletitas dulces Carrefour Classic anillo sabor coco 300... - Carrefour
Harina Leudante Morixe 1 Kg.,1690.0,1690.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/harina-leudante-morixe-1-kg-258551/p,2223,Harina Leudante Morixe 1 Kg.,2026-06-24 20:26:08,,
"Gaseosa Crush Naranja 2,25 lts",,,,,,,,https://www.carrefour.com.ar/gaseosa-crush-naranja-2-25-lts-158471/p,3078,,,no_disponible,Carrefour
"Caldo De Gallina Maggi 6x 9,5 G",865.00,865.00,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/caldo_de_gallina_maggi_6x_95_g,3999,,,,
"Gaseosa pomelo Schweppes Zero 2,25 lts",,,,,,,,https://www.carrefour.com.ar/gaseosa-pomelo-schweppes-zero-225-lts-613051/p,3068,,,no_disponible,Carrefour
Sal Fina DIA 500 Gr.,990.0,990.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/sal-fina-dia-500-gr-55538/p,2294,Sal Fina DIA 500 Gr.,2026-06-24 20:27:02,,
Mermelada Dulcor Durazno 454 Gr.,3290.0,3290.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/mermelada-dulcor-durazno-454-gr-266687/p,2329,Mermelada Dulcor Durazno 454 Gr.,2026-06-24 20:27:06,,
Vinagre de alcohol Carrefour classic 500 cc.,1190,1094.80,2189.60,1 L.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/vinagre-de-alcohol-carrefour-classic-500-cc/p,2993,,,,
,,,,,,,,https://www.carrefour.com.ar/alimento-seco-para-gato-sabrositos-pescado-3-kg-670856/p,3427,,,404,Carrefour - Las mejores ofertas en supermercados
Queso Cremoso Fraccionado La Paulina 1Kg Aprox,12609.51,12609.51,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/queso_cremoso_fraccionado_la_paulina_1kg_aprox,3915,,,,
Toallas femeninas Ladysoft Normal Soft 8 Ud.,2990.0,2990.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/toallas-femeninas-ladysoft-normal-soft-8-ud-300548/p,2610,Toallas femeninas Ladysoft Normal Soft 8 Ud.,2026-06-24 20:27:37,,
Galletitas de avena y chips Carrefour Extra 120 grs,2250,2115,17625,1 K.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/galletitas-de-avena-y-chips-carrefour-extra-120-grs-760537/p,2804,,,,
Lomito de atún al natural Gomes Da Costa 170 grs,4559,4559,26817.65,1 K.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/lomito-de-atun-al-natural-gomes-da-costa-170-grs-714820/p,3255,,,,
Pollo Congelado x Kg.,3890.0,3890.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/pollo-congelado-x-kg-718817/p,2527,Pollo Congelado x Kg.,2026-06-24 20:28:02,,
Aperitivo Fernet 1882 750 ml.,11200.0,8990.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/aperitivo-fernet-1882-750-ml-131815/p,2455,Aperitivo Fernet 1882 750 ml.,2026-06-24 20:28:06,,
Manteca Primer Premio 100 g.,1719,1719,17190,1 K.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/manteca-primer-premio-100-g/p,2882,,,,
Galletitas vainilla rellenas frutilla Maná 152 g.,1669,1669,10980.26,1 K.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/galletitas-vainilla-rellenas-frutilla-mana-152-g-675040/p,2711,,,,
Té Común La Virginia Saquitos 50 Ud.,1735.0,1565.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/te-comun-la-virginia-saquitos-50-ud-276572/p,2500,Té Común La Virginia Saquitos 50 Ud.,2026-06-24 20:28:34,,
Papel Higienico Doble Hoja Felpita 4 Un X 20 Mt,2693.74,2693.74,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/papel_higienico_doble_hoja_felpita_4_un_x_20_mt2,4343,,,,
"Alimento para Perros Mordida Pequeña Keiko Fraccionado X1,5kg Sabor carne y verduras",2854.75,2854.75,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/alimento_para_perros_mordida_pequena_keiko_fraccionado_x15kg_sabor_carne_y_verduras,4397,,,,
Pata Muslo De Pollo Congelada Las Camelias Peso Aprox. 3 kl,16293.89,16293.89,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/pata_muslo_de_pollo_congelada_las_camelias_peso_aprox_3_kl,4268,,,,
GIN GINKGO BOT 500X,13000.00,13000.00,0,,Ninguno,2026-06-24,Depot,https://depotexpress.com.ar/productos/bebidas-c-alcohol/aperitivos/gin-ginkgo-bot-500x/,3648,,,,
LECH LA PAULINA ENT 800X,7902.93,7902.93,0,,Ninguno,2026-06-24,Depot,https://depotexpress.com.ar/productos/ofertas/lech-la-paulina-ent-800x/,3475,,,,
TE LA VIRG MEZC HIERB 25X,1545.56,1545.56,0,,Ninguno,2026-06-24,Depot,https://depotexpress.com.ar/productos/desayuno/te-la-virg-mezc-hierb-25x/,3682,,,,
Vinagre de Alcohol Menoyo 500 Ml.,1400.0,1400.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/vinagre-de-alcohol-menoyo-500-ml-178256/p,2303,Vinagre de Alcohol Menoyo 500 Ml.,2026-06-24 20:30:20,,
Vino tinto Malbec Cosecha Elegido Nortón 750 ml,,,,,,,,https://www.carrefour.com.ar/vino-tinto-malbec-cosecha-elegido-norton-750-cc-586173/p,3166,,,no_disponible,Carrefour
Galletitas chocolate rellenas vainilla Maná 152 g.,1669,1669,10980.26,1 K.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/galletitas-chocolate-rellenas-vainilla-mana-152-g-675037/p,2732,,,,
"Gaseosa naranja Mirinda 2,25 lts",2550,1912.50,1133.33,1 L.,2do al 50% max 48 unidades combinable mirinda,2026-06-24,Carrefour,https://www.carrefour.com.ar/gaseosa-naranja-mirinda-225-lts-45633/p,3066,,,,
Alimento Seco Para Perro Dia 2 Kg.,5600.0,5300.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/alimento-seco-para-perro-dia-2-kg-304731/p,2645,Alimento Seco Para Perro Dia 2 Kg.,2026-06-24 20:31:04,,
Galletitas Gaona Crunchips choco 132 grs,1289,1289,976.52,100 G.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/galletitas-gaona-crunchips-choco-132-grs-757078/p,2713,,,,
Cerveza Rubia Salta Cautiva en lata 473 Ml.,3105.0,2328.75,,,,,Dia,https://diaonline.supermercadosdia.com.ar/cerveza-rubia-salta-cautiva-en-lata-473-ml-279836/p,2409,Cerveza Rubia Salta Cautiva en lata 473 Ml.,2026-06-24 20:31:20,,
Galletitas de vainilla rellenas sabor dulce de leche Carrefour Classic 120 grs,849,772.59,6438.25,1 K.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/galletitas-de-vainilla-rellenas-sabor-dulce-de-leche-carrefour-classic-120-grs-766242/p,2807,,,,
Galletitas Cachafaz avena y chips 220 g.,4039,4039,17951.11,1 K.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/galletitas-cachafaz-avena-y-chips-220-g/p,2678,,,,
Jamón Cocido Fetas Finas Dia 200 Gr.,6597.0,5390.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/jamon-cocido-fetas-finas-dia-200-gr-62988/p,2545,Jamón Cocido Fetas Finas Dia 200 Gr.,2026-06-24 20:31:45,,
Harina de Maiz Amarilla Indelma 900 G,2175.44,2175.44,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/harina_de_maiz_amarilla_indelma_900_g,3851,,,,
Cerveza Negra Andes 473 Cc Pack x 6,16092.92,16092.92,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/cerveza_negra_andes_473_cc_pack_x_6,4130,,,,
"Gaseosa pomelo Mirinda regular pet 2,25 lts",2550,1912.50,1133.33,1 L.,2do al 50% max 48 unidades combinable mirinda,2026-06-24,Carrefour,https://www.carrefour.com.ar/gaseosa-pomelo-mirinda-regular-pet-225-lts-679034/p,3079,,,,
Agua Tónica Schweppes 2.25 L,3218.68,3218.68,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/agua_tonica_schweppes_225_l,4076,,,,
Polenta orgánica Dicomere paquete 450 g.,1949,1949,4331.11,1 K.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/polenta-organica-dicomere-paquete-450-g/p,2845,,,,
Crema Dental Kolynos Triple Extra Fresh X70 Gr,1877.47,1877.47,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/crema_dental_kolynos_triple_extra_fresh_x70_gr,4335,,,,
Jabón concentrado Ariel Platinum Botella 500 ml,12279,12279,24558,1 L.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/jabon-concentrado-ariel-platinum-botella-500-ml-749496/p,3380,,,,
Galletitas de chocolates Bulnez rellenas 6 uni,,,,,,,,https://www.carrefour.com.ar/galletitas-de-chocolate-bulnez-rellenas-6-uni-758857/p,2753,,,no_disponible,Carrefour
Vino Malbec Putruele 750 Ml.,6757.0,6757.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/vino-malbec-putruele-750-ml-298746/p,2441,Vino Malbec Putruele 750 Ml.,2026-06-24 20:33:08,,
ARR DANUBIO INTEGRAL 1X,1682.04,1682.04,0,,Ninguno,2026-06-24,Depot,https://depotexpress.com.ar/productos/comestibles/arr-danubio-integral-1x/,3459,,,,
Papas fritas Quento sabor limón 82 grs,2590,2590,31585.37,1 K.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/papas-fritas-quento-sabor-limon-761106/p,3124,,,,
Pollo Entero x Kg.,4390.0,4390.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/pollo-entero-x-kg-90164/p,2528,Pollo Entero x Kg.,2026-06-24 20:33:49,,
FLIA.GASCON MALBEC 750X,5265.00,5265.00,0,,Ninguno,2026-06-24,Depot,https://depotexpress.com.ar/productos/bebidas-c-alcohol/vinos-y-espumantes/vinf-flia-gascon-malbec-750x/,3598,,,,
Atún en trozos al natural Bulnez en lata 170 g.,2790,2790,16411.76,1 K.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/atun-en-trozos-al-natural-bulnez-en-lata-170-g-743946/p,3253,,,,
Yerba Mate Compuesta Hierbas Serranas CBSE 500 G,2848.15,2848.15,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/yerba_mate_compuesta_hierbas_serranas_cbse_500_g,4230,,,,
Alimento seco para perro maintenance Criadores adult 15 kg.,32659,32659,0,,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/alimento-seco-para-perro-maintenance-criadores-adult-15-kg-672977/p,3417,,,,
PALITO SALADO CRONWELL 400X,2202.20,2202.20,0,,Ninguno,2026-06-24,Depot,https://depotexpress.com.ar/productos/comestibles/cop-cronwell-palito-salado-400x/,3552,,,,
Té verde Green Hills saquitos momentos x 50 uni,4499,4499,44990,1 K.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/te-verde-green-hills-saquitos-momentos-x-50-uni-691016/p,3237,,,,
Aperitivo con alcohol Campari bitter 750 cc.,14199,14199,18932,1 L.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/aperitivo-con-alcohol-campari-bitter-750-ml-744111/p,3182,,,,
Galletitas dulces Milka Mousse Chocolate 124 grs,2499,1624.35,20153.23,1 K.,exclusivo online 2do al 70% iguales,2026-06-24,Carrefour,https://www.carrefour.com.ar/galletitas-dulces-milka-mousse-chocolate-124-grs-759453/p,2688,,,,
Papas Fritas Clasicas Crunch X34 GR,956.92,813.38,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/papas_fritas_clasicas_crunch_x34_gr,4097,,,,
Arroz Largo Fino 00000 Lucchetti 500 g,1123.15,1123.15,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/arroz_largo_fino_00000_lucchetti_500_g,3860,,,,
Vodka Sernova 700 cc.,12199,9149.25,13070.36,1 L.,25% off max 8 unidades,2026-06-24,Carrefour,https://www.carrefour.com.ar/vodka-sernova-700-cc/p,3178,,,,
Mermelada Frutilla Arcor 454 Gr,3462.00,3462.00,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/mermelada_frutilla_arcor_454_gr,4040,,,,
Jugo BC Manzana 1 L,2805.84,2805.84,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/jugo_bc_manzana_1_l,4079,,,,
Conserva De Pescados Atún Lomo En Aceite La Campagnola 170 Gr,6657.33,6657.33,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/conserva_de_pescados_atun_lomo_en_aceite_la_campagnola_170_gr,4276,,,,
Café instantáneo Morenita frasco 170 g.,8919,8919,52464.71,1 K.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/cafe-instantaneo-morenita-frasco-170-g/p,3213,,,,
AGUS AQUARIUS PERA 2.25X,2126.77,2126.77,0,,Ninguno,2026-06-24,Depot,https://depotexpress.com.ar/productos/bebidas-s-alcohol/aguas/agus-aquarius-pera-2-25x/,3543,,,,
CHO L CAMP.GRANO AMA ENT 300X,2102.52,2102.52,0,,Ninguno,2026-06-24,Depot,https://depotexpress.com.ar/productos/limpieza/choclo-la-campagnola-grano-ama-ent-x-300/,3690,,,,
VINF OVEJA BLACK MALBEC 750X,3313.58,3313.58,0,,Ninguno,2026-06-24,Depot,https://depotexpress.com.ar/productos/bebidas-c-alcohol/vinos-y-espumantes/vinf-oveja-black-malbec-750x/,3625,,,,
Rollo Cocina Absorcion Mas Blanco Sussex 3 Ud 309110,0.0,0.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/rollo-cocina-absorcion-mas-blanco-sussex-3-ud-309110/p,2639,Rollo Cocina Absorcion Mas Blanco Sussex 3 Ud 309110,2026-06-24 20:30:26,,
Mermelada Carrefour Classic frutilla 454 grs,3590,3338.70,7353.96,1 K.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/mermelada-carrefour-classic-frutilla-454-grs-629266/p,3042,,,,
Lysoform En Aerosol Aire De Montaña x 360 cc,4729.94,4729.94,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/lysoform_en_aerosol_aire_de_montana_x_360_cc,4385,,,,
Galletitas dulces Oreo rellenas con crema 118 g.,2329,2329,19737.29,1 K.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/galletitas-dulce-oreo-rellenas-con-crema-118-g-715949/p,2687,,,,
Galletita Brigitte Chocolate y Limon 9 de Oro 120 Gr,1451.95,1451.95,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/galletita_brigitte_chocolate_y_limon_9_de_oro_120_gr,3799,,,,
Mani Pelado Pehuamar 135 gr,3314.29,3314.29,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/mani_pelado_pehuamar_135_gr,4109,,,,
Azúcar Común tipo A Domino 1 Kg.,1450.0,1450.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/azucar-comun-tipo-a-domino-1-kg-46881/p,2287,Azúcar Común tipo A Domino 1 Kg.,2026-06-24 20:31:24,,
"Gaseosa pomelo Paso de los Toros 2,25 lts",4300,3225,1911.11,1 L.,2do al 50% max 48 unidades combinable paso de los toros,2026-06-24,Carrefour,https://www.carrefour.com.ar/gaseosa-pomelo-paso-de-los-toros-225-lts-15444/p,3071,,,,
Huevos de Gallinas Felices Estancia San José Estuche X6 Und,2200.00,2200.00,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/huevos_de_gallinas_felices_estancia_san_jose_estuche_x6_und,3965,,,,
DETC MAGISTRAL PLATINUM LIMON 215X,1718.85,1718.85,0,,Ninguno,2026-06-24,Depot,https://depotexpress.com.ar/productos/limpieza/detc-magistral-platinum-limon-215x/,3731,,,,
Mayonesa Dánica X 500 Ml,2282.25,2282.25,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/mayonesa_danica_x_500_ml,3984,,,,
Vodka Wyborowa 700 Ml.,9727.0,9727.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/vodka-wyborowa-700-ml-300602/p,2463,Vodka Wyborowa 700 Ml.,2026-06-24 20:32:21,,
Queso cremoso La Paulina x kg.,11990,11990,11990,1 K.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/queso-cremoso-la-paulina-x-kg-647989/p,2917,,,,
AGUS AQUARIUS LIMONADA 2.25X,2000.00,2000.00,0,,Ninguno,2026-06-24,Depot,https://depotexpress.com.ar/productos/bebidas-s-alcohol/aguas/agus-aquarius-limonada-2-25x/,3540,,,,
Galletitas Maná de vainilla livianas 136 g.,1379,1379,10139.71,1 K.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/galletitas-mana-de-vainilla-livianas-136-g-704898/p,2666,,,,
Galletitas dulce rellenas de vainilla Amor x3 330 grs,4440,4440,13454.55,1 K.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/galletitas-dulce-rellenas-de-vainilla-amor-x3-330-grs-737526/p,2690,,,,
Vodka Skyy 750 cc,,,,,,,,https://www.carrefour.com.ar/vodka-skyy-750-cc-555722/p,3177,,,no_disponible,Carrefour
Mermelada de naranja Arcor 454 g.,3099,3099,6825.99,1 K.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/mermelada-de-naranja-arcor-454-g/p,3045,,,,
YERBA MATE CHAMIGO X1KG,5011.38,5011.38,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/yerba_mate_chamigo_x1kg,4235,,,,
Vinagre de alcohol Favinco sin tacc 500 cc.,1359,1359,2718,1 L.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/vinagre-de-alcohol-favinco-sin-tacc-500-cc-703276/p,2997,,,,
GIN BRIGHTON 700X,9280.00,9280.00,0,,Ninguno,2026-06-24,Depot,https://depotexpress.com.ar/productos/bebidas-c-alcohol/blancas-y-licores/gin-brighton-700x/,3649,,,,
,,,,,,,,https://www.delimart.com.ar/cafe_instantaneo_nescafe_dolca_original_170_gr,4188,,,exception,"Message: 
Stacktrace:
	chromedriver!GetHandleVerifier [0x7ff63cb13fa5+14925]
	chromedriver!GetHandleVerifier [0x7ff63cb14000+14980]
	chromedriver!(No symbol) [0x7ff63c65793d]
	chromedriver!(No symbol) [0x7ff63c6b1aad]
	chromedriver!(No symbol) [0x7ff63c6b1dac]
	chromedriver!(No symbol) [0x7ff63c7027d7]
	chromedriver!(No symbol) [0x7ff63c6ff39b]
	chromedriver!(No symbol) [0x7ff63c6a401c]
	chromedriver!(No symbol) [0x7ff63c6a4f43]
	chromedriver!GetHandleVerifier [0x7ff63d0f7591+5f7f11]
	chromedriver!GetHandleVerifier [0x7ff63d0f1902+5f2282]
	chromedriver!GetHandleVerifier [0x7ff63d117115+617a95]
	chromedriver!GetHandleVerifier [0x7ff63cb31dce+3274e]
	chromedriver!GetHandleVerifier [0x7ff63cb3a82c+3b1ac]
	chromedriver!GetHandleVerifier [0x7ff63cb1d744+1e0c4]
	chromedriver!GetHandleVerifier [0x7ff63cb1d8d4+1e254]
	chromedriver!GetHandleVerifier [0x7ff63cb01447+1dc7]
	KERNEL32!BaseThreadInitThunk [0x7ffd6194e957+17]
	ntdll!RtlUserThreadStart [0x7ffd62787c1c+2c]
"
Alimento seco para perro Raza 3 kg. adultos carne,7439,7439,0,,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/alimento-seco-para-perro-raza-3-kg-adultos-carne-382845/p,3419,,,,
Whisky Johnnie Walker red label botella 750 ml,,,,,,,,https://www.carrefour.com.ar/whisky-johnnie-walker-red-label-botella-750-ml-6725/p,3195,,,no_disponible,Carrefour
Yerba Mate Selección Nobleza Gaucha 500 Gr,2625.30,2625.30,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/yerba_mate_seleccion_nobleza_gaucha_500_gr,4219,,,,
Edulcorante líquido con sacarina Hileret pet 250 cc.,2969,2969,11876,1 L.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/edulcorante-liquido-con-sacarina-hileret-pet-250-cc-681727/p,2968,,,,
Limpiador Aromatizante Desinfectante Poett Flores De Primavera x 1.8 Ml,3599.54,3599.54,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/limpiador_aromatizante_desinfectante_poett_flores_de_primavera_x_18_ml,4378,,,,
Galletitas Dulce con Miel Melitas 159 Gr,1438.90,1438.90,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/galletitas_dulce_con_miel_melitas_159_gr,3790,,,,
Polenta Molinos Ala 500 Gr.,1070.0,850.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/polenta-molinos-ala-500-gr-307092/p,2225,Polenta Molinos Ala 500 Gr.,2026-06-24 20:36:02,,
Gin Brighton 700 cc.,12946.67,9710,13871.43,1 L.,25% off max 8 unidades,2026-06-24,Carrefour,https://www.carrefour.com.ar/gin-brighton-700-cc-681634/p,3183,,,,
Rollo De Cocina Doble Hoja Elegante Premium 3 rollos x 120 Paños,5547.11,5547.11,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/rollo_de_cocina_doble_hoja_elegante_premium_3_rollos_x_120_panos,4391,,,,
Rollo de cocina Felpita paño blanco 60 paños 3 uni,2649,1986.75,14.72,1 Pano,2do al 50% max 8 unidades combinable felpita,2026-06-24,Carrefour,https://www.carrefour.com.ar/rollo-de-cocina-felpita-pano-blanco-60-panos-3-uni-761630/p,3409,,,,
Acondicionador Tresemme Cauterizacion Reparadora 250 ml,7672.67,7672.67,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/acondicionador_tresemme_cauterizacion_reparadora_250_ml,4325,,,,
Lavandina Ayudín original 1 l.,1279,959.25,959.25,1 L.,25% off max 8 unidades,2026-06-24,Carrefour,https://www.carrefour.com.ar/lavandina-ayudin-original-1-l/p,3375,,,,
Puré de tomate Carrefour classic 520 g.,799,719.10,1382.88,1 K.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/pure-de-tomate-carrefour-classic-520-g/p,3017,,,,
Gin Brighton Tangerine 700 ml,11565.03,11565.03,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/gin_brighton_tangerine_700_ml,4163,,,,
VODK SKYY INF.APRICOT 750X,8956.18,8956.18,0,,Ninguno,2026-06-24,Depot,https://depotexpress.com.ar/productos/bebidas-c-alcohol/blancas-y-licores/vodk-skyy-inf-apricot-750x/,3640,,,,
"Sifon Soda Rio Claro 1,75 Lt.",1475.0,1475.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/sifon-soda-rio-claro-175-lt-289580/p,2376,"Sifon Soda Rio Claro 1,75 Lt.",2026-06-24 20:31:53,,
Maní con piel Maní King 350 g.,,,,,,,,https://www.carrefour.com.ar/mani-con-piel-mani-king-350-g-723563/p,3137,,,no_disponible,Carrefour
Toallas Femeninas Normales Con Alas Bonte 8 Ud.,1150.0,1150.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/toallas-femeninas-normales-con-alas-bonte-8-ud-299074/p,2611,Toallas Femeninas Normales Con Alas Bonte 8 Ud.,2026-06-24 20:32:13,,
Picada especial Novillito x kg.,12500,12500,12500,1 K.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/picada-especial-novillito-x-kg-678597/p,3244,,,,
